player_id,player_name,exec_bucket,upside_bucket,events,avg_score,win_rate,good_count,bad_count
1390,Matthew Jordan,50,75,9,-1.647,0.667,6.0,1.0
1390,Matthew Jordan,25,50,7,0.403,0.286,2.0,1.0
1390,Matthew Jordan,75,50,3,2.123,0.0,0.0,1.0
1390,Matthew Jordan,25,75,2,-0.26,0.0,0.0,0.0
1390,Matthew Jordan,25,25,1,-1.44,0.0,0.0,0.0
1850,Matthew McClean,0,0,4,2.228,0.0,0.0,2.0
1298,Matthew Riedel,0,0,68,0.946,0.176,12.0,24.0
2432,Matthew Scobie,0,0,2,-1.26,0.0,0.0,0.0
1554,Matthew Southgate,0,0,12,0.3,0.25,3.0,3.0
2418,Matthew Watkins,0,0,2,-0.195,0.0,0.0,0.0
1400,Matthew Wolff,50,50,12,2.748,0.083,1.0,6.0
